"recencia_dias","num_facturas_12m","meses_con_compra_12m","meses_con_compra_24m","pct_regularidad","neto_12m","bruto_12m","rentab_12m","costo_12m","unidades_12m","ticket_medio_neto","ticket_medio_bruto","pct_margen","pct_descuento_real","devuelto_12m","num_nc_12m","tasa_devolucion","num_referencias_12m","num_familias_12m","neto_6m_rec","neto_6m_ant","pct_tendencia","meses_vida_cliente","meses_sin_comprar","anios_con_compra","neto_historico","rentab_historico","antiguedad_anios","rentab_media_anual","prob_churn","clv_proyectado_2a","r_score","f_score","m_score","rfm_score","segmento_rfm","etapa_ciclo_vida","tendencia","pareto_v","pareto_r","medio_predominante","forma_pago","churn"
0,55,10,10,111.1,19970.6100,39375.5000,6738.3356,13232.2744,3191.0000,363.10,715.92,33.74,49.28,73.4200,1,0.0037,119,13,7395.2800,12575.3300,-41.2,9,0,1,19970.6100,6738.3356,0.75,8984.45,0.05,17070.45,5,5,5,5.00,CAMPEON,DESARROLLO,DECAYENDO,B,B,Tradicional,Crédito 90 días 3P (30-60-90),0
140,1,1,3,12.0,81.5800,111.1500,44.5443,37.0357,5.0000,81.58,111.15,54.60,26.60,0.0000,0,0.0000,2,2,81.5800,0.0000,,25,4,3,376.2300,211.6192,2.08,101.58,0.20,162.52,3,2,1,1.90,OCASIONAL,RIESGO_TEMPRANO,SIN_HISTORICO,C,C,Tradicional,Contado - Efectivo,0
315,1,1,2,8.3,120.8000,161.0600,68.5132,52.2868,4.0000,120.80,161.06,56.72,25.00,0.0000,0,0.0000,4,3,0.0000,120.8000,-100.0,24,10,2,1649.9100,878.1599,2.00,439.08,0.50,439.08,1,1,2,1.40,HIBERNANDO,EN_RIESGO,DECAYENDO,C,C,Tradicional,Contado - Efectivo,1
3,3,3,5,33.3,3605.1800,4960.2300,1877.1876,1727.9924,3.0000,1201.73,1653.41,52.07,27.32,0.0000,0,0.0000,2,1,845.3000,2759.8800,-69.4,15,0,2,5622.1200,2918.1056,1.25,2334.48,0.05,4435.52,5,4,4,4.30,CAMPEON,MADURO,DECAYENDO,C,C,Tradicional,Contado - Efectivo,0
256,1,1,1,3.1,29.5800,45.5000,14.9214,14.6586,2.0000,29.58,45.50,50.44,34.99,0.0000,0,0.0000,1,1,0.0000,29.5800,-100.0,32,8,2,2244.2400,1041.1055,2.67,390.41,0.50,390.41,2,1,1,1.30,HIBERNANDO,EN_RIESGO,DECAYENDO,C,C,Tradicional,Contado - Efectivo,1
60,2,1,1,50.0,456.3900,460.6800,107.7055,348.6845,26.0000,228.20,230.34,23.60,0.93,0.0000,0,0.0000,5,3,456.3900,0.0000,,2,2,1,456.3900,107.7055,0.17,646.24,0.05,1227.85,4,3,3,3.30,LEAL_POTENCIAL,ADQUISICION,SIN_HISTORICO,C,C,Tradicional,Contado - Efectivo,0
13,1,1,2,5.6,84.2300,112.3000,40.8705,43.3595,5.0000,84.23,112.30,48.52,25.00,0.0000,0,0.0000,1,1,84.2300,0.0000,,36,0,4,253.6400,125.4023,3.00,41.80,0.05,79.42,5,3,1,2.80,LEAL_POTENCIAL,MADURO,SIN_HISTORICO,C,C,Tradicional,Contado - Efectivo,0
3,46,12,23,95.8,17390.4300,36543.5500,5697.7304,11692.6996,1273.5000,378.05,794.43,32.76,52.41,547.4700,1,0.0315,44,10,7508.1100,9882.3200,-24.0,24,0,3,55100.9500,24311.8224,2.00,12155.91,0.05,23096.23,5,5,5,5.00,CAMPEON,MADURO,DECAYENDO,B,B,Tradicional,Crédito 90 días 3P (30-60-90),0
53,1,1,1,3.2,0.9200,1.2600,0.4640,0.4560,6.0000,0.92,1.26,50.43,26.98,0.0000,0,0.0000,1,1,0.9200,0.0000,,31,1,2,2156.5800,971.0632,2.58,375.90,0.05,714.20,4,2,1,2.20,NUEVO_PROMETEDOR,MADURO,SIN_HISTORICO,C,C,Tradicional,Contado - Efectivo,0
4,214,12,24,66.7,211774.1600,358231.1500,115506.9520,96267.2080,25224.0000,989.60,1673.98,54.54,40.88,1968.0100,2,0.0093,63,4,120379.7500,91394.4100,31.7,36,0,4,884560.8100,458899.2410,3.00,152966.41,0.05,290636.19,5,5,5,5.00,CAMPEON,MADURO,CRECIENDO,A,A,Tradicional,Crédito 30 días,0
216,1,1,1,14.3,601.3200,859.0300,268.4672,332.8528,1.0000,601.32,859.03,44.65,30.00,0.0000,0,0.0000,1,1,0.0000,601.3200,-100.0,7,7,1,601.3200,268.4672,0.58,460.23,0.50,460.23,2,2,3,2.40,HIBERNANDO,EN_RIESGO,DECAYENDO,C,C,Tradicional,Crédito 8 días,1
185,4,2,4,11.4,729.4900,1074.0800,452.1912,277.2988,12.0000,182.37,268.52,61.99,32.08,0.0000,0,0.0000,6,5,0.0000,729.4900,-100.0,35,6,3,5612.8000,3753.5825,2.92,1286.94,0.20,2059.11,2,4,3,3.00,NECESITA_ATENCION,RIESGO_TEMPRANO,DECAYENDO,C,C,Tradicional,Crédito 8 días,0
70,16,6,6,85.7,41797.9000,42422.1100,15320.2845,26477.6155,1159.0000,2612.37,2651.38,36.65,1.47,4401.9700,3,0.1053,20,5,26967.3800,14830.5200,81.8,7,2,1,41797.9000,15320.2845,0.58,26263.36,0.05,49900.38,3,5,5,4.40,LEAL_ALTO_VALOR,DESARROLLO,CRECIENDO,B,B,Tradicional,Crédito 30 días,0
105,2,2,3,12.5,1008.9300,1781.9000,350.6234,658.3066,18.0000,504.47,890.95,34.75,43.38,0.0000,0,0.0000,2,1,541.8900,467.0400,16.0,24,3,2,1222.0800,437.0802,2.00,218.54,0.05,415.23,3,3,3,3.00,LEAL_POTENCIAL,MADURO,CRECIENDO,C,C,Tradicional,Crédito 8 días,0
241,1,1,1,2.9,158.5600,243.9400,103.1414,55.4186,1.0000,158.56,243.94,65.05,35.00,0.0000,0,0.0000,1,1,0.0000,158.5600,-100.0,34,8,3,1459.9300,851.1632,2.83,300.41,0.50,300.41,2,1,2,1.70,HIBERNANDO,EN_RIESGO,DECAYENDO,C,C,Tradicional,Crédito 30 días,1
187,1,1,3,11.1,17.3900,30.2500,5.1863,12.2037,1.0000,17.39,30.25,29.82,42.51,0.0000,0,0.0000,1,1,0.0000,17.3900,-100.0,27,6,3,140.3000,76.2572,2.25,33.89,0.20,54.23,2,2,1,1.60,HIBERNANDO,RIESGO_TEMPRANO,DECAYENDO,C,C,Tradicional,Contado - Efectivo,0
259,1,1,1,12.5,870.4800,1450.8000,314.8600,555.6200,104.0000,870.48,1450.80,36.17,40.00,0.0000,0,0.0000,1,1,0.0000,870.4800,-100.0,8,8,1,870.4800,314.8600,0.67,472.29,0.50,472.29,2,2,3,2.40,HIBERNANDO,EN_RIESGO,DECAYENDO,C,C,Tradicional,Contado - Efectivo,1
47,1,1,3,11.1,88.4400,115.9400,59.8489,28.5911,23.0000,88.44,115.94,67.67,23.72,0.0000,0,0.0000,4,3,88.4400,0.0000,,27,1,3,849.6300,408.4111,2.25,181.52,0.05,344.88,4,2,1,2.20,NUEVO_PROMETEDOR,MADURO,SIN_HISTORICO,C,C,Tradicional,Contado - Efectivo,0
13,38,12,23,65.7,101874.7900,202727.6900,35368.1510,66506.6390,10024.0000,2680.92,5334.94,34.72,49.75,0.0000,0,0.0000,115,7,50362.3600,51512.4300,-2.2,35,0,4,285202.2700,100445.1754,2.92,34438.35,0.05,65432.87,5,5,5,5.00,CAMPEON,MADURO,ESTABLE,A,A,Tradicional,Crédito 90 días 3P (30-60-90),0
332,1,1,1,9.1,77.0700,135.2000,31.0170,46.0530,6.0000,77.07,135.20,40.25,43.00,0.0000,0,0.0000,2,1,0.0000,77.0700,-100.0,11,11,1,77.0700,31.0170,0.92,33.84,0.50,33.84,1,1,1,1.00,HIBERNANDO,EN_RIESGO,DECAYENDO,C,C,Tradicional,Contado - Efectivo,1
348,1,1,1,9.1,48.4700,60.5900,28.7022,19.7678,9.0000,48.47,60.59,59.22,20.00,0.0000,0,0.0000,4,1,0.0000,48.4700,-100.0,11,11,1,48.4700,28.7022,0.92,31.31,0.50,31.31,1,1,1,1.00,HIBERNANDO,EN_RIESGO,DECAYENDO,C,C,Tradicional,Contado - Efectivo,1
6,9,8,17,48.6,5284.1800,9267.9300,2612.1077,2672.0723,1163.0000,587.13,1029.77,49.43,42.98,0.0000,0,0.0000,17,2,3012.3800,2271.8000,32.6,35,0,4,17225.6900,8559.9728,2.92,2934.85,0.05,5576.21,5,4,4,4.30,CAMPEON,MADURO,CRECIENDO,B,B,Tradicional,Crédito 60 días 2P (30-60),0
81,7,4,8,50.0,57154.5600,57154.5600,26772.0828,30382.4772,19.0000,8164.94,8164.94,46.84,0.00,0.0000,0,0.0000,18,5,5201.8900,51952.6700,-90.0,16,2,2,180403.9500,100366.6039,1.33,75274.97,0.05,143022.45,3,4,5,4.10,LEAL_ALTO_VALOR,MADURO,DECAYENDO,A,A,Tradicional,Crédito 30 días,0
